Set,Isolate,Rep,DI 0,DI 1,DI 2,DI 3,DI 4,General Severity,Seeds,DI,DIx100,Species,Abundance,Temp
Set_3-3,MNSO_1-38.2,R1,5,2,3,0,0,1,10,0.2,20,Pythium minus,4,20C
Set_3-3,MNSO_1-38.2,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium minus,4,20C
Set_3-3,MNSO_1-38.2,R3,6,2,2,0,0,1,10,0.15,15,Pythium minus,4,20C
Set_3-3,MNSO_2-36,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium minus,4,20C
Set_3-3,MNSO_2-36,R2,6,2,2,0,0,1,10,0.15,15,Pythium minus,4,20C
Set_3-3,MNSO_2-36,R3,7,2,1,0,0,1,10,0.1,10,Pythium minus,4,20C
Set_3-3,MNSO_2-37,R1,8,1,1,0,0,1,10,0.075,7.5,Pythium minus,4,20C
Set_3-3,MNSO_2-37,R2,7,2,1,0,0,1,10,0.1,10,Pythium minus,4,20C
Set_3-3,MNSO_2-37,R3,8,1,1,0,0,1,10,0.075,7.5,Pythium minus,4,20C
Set_3-3,MICO_5-23,R1,6,2,2,0,0,1,10,0.15,15,Pythium periilum,4,20C
Set_3-3,MICO_5-23,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium periilum,4,20C
Set_3-3,MICO_5-23,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium periilum,4,20C
Set_3-3,MICO_5-3,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium periilum,4,20C
Set_3-3,MICO_5-3,R2,6,2,2,0,0,1,10,0.15,15,Pythium periilum,4,20C
Set_3-3,MICO_5-3,R3,6,1,2,1,0,1,10,0.2,20,Pythium periilum,4,20C
Set_3-3,MICO_6-5,R1,5,1,3,1,0,1,10,0.25,25,Pythium periilum,4,20C
Set_3-3,MICO_6-5,R2,5,2,3,0,0,1,10,0.2,20,Pythium periilum,4,20C
Set_3-3,MICO_6-5,R3,6,2,2,0,0,1,10,0.15,15,Pythium periilum,4,20C
Set_3-3,KSSO_5-45,R1,0,0,0,0,10,5,10,1,100,Pythium periplocum,3,20C
Set_3-3,KSSO_5-45,R2,0,0,0,0,10,5,10,1,100,Pythium periplocum,3,20C
Set_3-3,KSSO_5-45,R3,0,0,0,0,10,5,10,1,100,Pythium periplocum,3,20C
Set_3-3,KSSO_5-50,R1,6,2,2,0,0,1,10,0.15,15,Pythium periplocum,3,20C
Set_3-3,KSSO_5-50,R2,7,2,1,0,0,1,10,0.1,10,Pythium periplocum,3,20C
Set_3-3,KSSO_5-50,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium periplocum,3,20C
Set_3-3,MICO_6-36,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium periplocum,3,20C
Set_3-3,MICO_6-36,R2,6,2,2,0,0,1,10,0.15,15,Pythium periplocum,3,20C
Set_3-3,MICO_6-36,R3,6,2,2,0,0,1,10,0.15,15,Pythium periplocum,3,20C
Set_3-3,C-IASO2_4-7,R1,0,0,0,4,6,3,10,0.9,90,Pythium terrestris,2,20C
Set_3-3,C-IASO2_4-7,R2,0,0,3,4,3,2,10,0.75,75,Pythium terrestris,2,20C
Set_3-3,C-IASO2_4-7,R3,0,0,2,3,5,3,10,0.825,82.5,Pythium terrestris,2,20C
Set_3-3,C-MISO2_5-21,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium vanterpoolii,4,20C
Set_3-3,C-MISO2_5-21,R2,6,2,2,0,0,1,10,0.15,15,Pythium vanterpoolii,4,20C
Set_3-3,C-MISO2_5-21,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium vanterpoolii,4,20C
Set_3-3,V-ARSO2_3-45,R1,7,2,1,0,0,1,10,0.1,10,Pythium vanterpoolii,4,20C
Set_3-3,V-ARSO2_3-45,R2,8,1,1,0,0,1,10,0.075,7.5,Pythium vanterpoolii,4,20C
Set_3-3,V-ARSO2_3-45,R3,7,2,1,0,0,1,10,0.1,10,Pythium vanterpoolii,4,20C
Set_3-3,V-NDSO2_2-56,R1,8,1,1,0,0,1,10,0.075,7.5,Pythium vanterpoolii,4,20C
Set_3-3,V-NDSO2_2-56,R2,8,1,1,0,0,1,10,0.075,7.5,Pythium vanterpoolii,4,20C
Set_3-3,V-NDSO2_2-56,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium vanterpoolii,4,20C
Set_4-1,CONTROL,R1,7,1,2,0,0,1,10,0.125,12.5,Control,0,20C
Set_4-1,CONTROL,R2,8,0,2,0,0,1,10,0.1,10,Control,0,20C
Set_4-1,CONTROL,R3,7,1,2,0,0,1,10,0.125,12.5,Control,0,20C
Set_4-1,C-MICO2_1-19,R1,6,1,2,1,0,1,10,0.2,20,Phytophthora inundata,5,20C
Set_4-1,C-MICO2_1-19,R2,7,1,2,0,0,1,10,0.125,12.5,Phytophthora inundata,5,20C
Set_4-1,C-MICO2_1-19,R3,6,2,2,0,0,1,10,0.15,15,Phytophthora inundata,5,20C
Set_4-1,MNSO_2-41.1h,R1,7,1,2,0,0,1,10,0.125,12.5,Phytophthora inundata,5,20C
Set_4-1,MNSO_2-41.1h,R2,6,1,3,0,0,1,10,0.175,17.5,Phytophthora inundata,5,20C
Set_4-1,MNSO_2-41.1h,R3,6,2,2,0,0,1,10,0.15,15,Phytophthora inundata,5,20C
Set_4-1,V-NDSO2_3-60,R1,6,1,3,0,0,1,10,0.175,17.5,Phytophthora inundata,5,20C
Set_4-1,V-NDSO2_3-60,R2,6,2,2,0,0,1,10,0.15,15,Phytophthora inundata,5,20C
Set_4-1,V-NDSO2_3-60,R3,5,1,4,0,0,1,10,0.225,22.5,Phytophthora inundata,5,20C
Set_4-1,C-ARSO2_6-19,R1,6,2,2,0,0,1,10,0.15,15,Pythium acrogynum,6,20C
Set_4-1,C-ARSO2_6-19,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium acrogynum,6,20C
Set_4-1,C-ARSO2_6-19,R3,6,2,2,0,0,1,10,0.15,15,Pythium acrogynum,6,20C
Set_4-1,C-MISO2_1-11,R1,4,2,4,0,0,1,10,0.25,25,Pythium acrogynum,6,20C
Set_4-1,C-MISO2_1-11,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium acrogynum,6,20C
Set_4-1,C-MISO2_1-11,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium acrogynum,6,20C
Set_4-1,V-NDSO2_4-48,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium acrogynum,6,20C
Set_4-1,V-NDSO2_4-48,R2,6,2,2,0,0,1,10,0.15,15,Pythium acrogynum,6,20C
Set_4-1,V-NDSO2_4-48,R3,6,1,3,0,0,,10,0.175,17.5,Pythium acrogynum,6,20C
Set_4-1,IASO_4-9,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium aff. diclinum,4,20C
Set_4-1,IASO_4-9,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium aff. diclinum,4,20C
Set_4-1,IASO_4-9,R3,5,2,3,0,0,1,10,0.2,20,Pythium aff. diclinum,4,20C
Set_4-1,NDSO_5-2,R1,0,0,0,0,10,5,10,1,100,Pythium aff. diclinum,4,20C
Set_4-1,NDSO_5-2,R2,0,0,0,0,10,5,10,1,100,Pythium aff. diclinum,4,20C
Set_4-1,NDSO_5-2,R3,0,0,0,0,10,5,10,1,100,Pythium aff. diclinum,4,20C
Set_4-1,NDSO_5-6,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium aff. diclinum,4,20C
Set_4-1,NDSO_5-6,R2,7,1,2,0,0,,10,0.125,12.5,Pythium aff. diclinum,4,20C
Set_4-1,NDSO_5-6,R3,6,2,2,0,0,,10,0.15,15,Pythium aff. diclinum,4,20C
Set_4-1,C-MISO2_5-4,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium contiguanum,4,20C
Set_4-1,C-MISO2_5-4,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium contiguanum,4,20C
Set_4-1,C-MISO2_5-4,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium contiguanum,4,20C
Set_4-1,C-SDSO2_4-9,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium contiguanum,4,20C
Set_4-1,C-SDSO2_4-9,R2,7,2,1,0,0,1,10,0.1,10,Pythium contiguanum,4,20C
Set_4-1,C-SDSO2_4-9,R3,6,2,2,0,0,1,10,0.15,15,Pythium contiguanum,4,20C
Set_4-1,ILSO_3-26b,R1,5,2,3,0,0,1,10,0.2,20,Pythium contiguanum,4,20C
Set_4-1,ILSO_3-26b,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium contiguanum,4,20C
Set_4-1,ILSO_3-26b,R3,6,1,3,0,0,,10,0.175,17.5,Pythium contiguanum,4,20C
Set_4-1,WISO_2-12.2,R1,5,1,2,2,0,1,10,0.275,27.5,Pythium glomeratum,5,20C
Set_4-1,WISO_2-12.2,R2,5,2,3,0,0,1,10,0.2,20,Pythium glomeratum,5,20C
Set_4-1,WISO_2-12.2,R3,5,1,3,1,0,1,10,0.25,25,Pythium glomeratum,5,20C
Set_4-1,WISO_4-18,R1,6,2,2,0,0,1,10,0.15,15,Pythium glomeratum,5,20C
Set_4-1,WISO_4-18,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium glomeratum,5,20C
Set_4-1,WISO_4-18,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium glomeratum,5,20C
Set_4-1,WISO_4-22.1,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium glomeratum,5,20C
Set_4-1,WISO_4-22.1,R2,5,1,4,0,0,1,10,0.225,22.5,Pythium glomeratum,5,20C
Set_4-1,WISO_4-22.1,R3,4,2,4,0,0,1,10,0.25,25,Pythium glomeratum,5,20C
Set_4-1,C-KSSO2_5-20,R1,6,2,2,0,0,1,10,0.15,15,Pythium longandrum,7,20C
Set_4-1,C-KSSO2_5-20,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium longandrum,7,20C
Set_4-1,C-KSSO2_5-20,R3,6,2,2,0,0,1,10,0.15,15,Pythium longandrum,7,20C
Set_4-1,C-NESO2_6-25,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium longandrum,7,20C
Set_4-1,C-NESO2_6-25,R2,6,1,2,1,0,1,10,0.2,20,Pythium longandrum,7,20C
Set_4-1,C-NESO2_6-25,R3,5,1,4,0,0,1,10,0.225,22.5,Pythium longandrum,7,20C
Set_4-1,INSO_2-25,R1,6,2,2,0,0,1,10,0.15,15,Pythium monospermum,7,20C
Set_4-1,INSO_2-25,R2,7,2,1,0,0,1,10,0.1,10,Pythium monospermum,7,20C
Set_4-1,INSO_2-25,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium monospermum,7,20C
Set_4-1,MICO_2-24,R1,6,1,3,0,0,,10,0.175,17.5,Pythium longandrum,7,20C
Set_4-1,MICO_2-24,R2,5,2,3,0,0,,10,0.2,20,Pythium longandrum,7,20C
Set_4-1,MICO_2-24,R3,7,1,2,0,0,,10,0.125,12.5,Pythium longandrum,7,20C
Set_4-1,C-INSO2_2-15,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium monospermum,4,20C
Set_4-1,C-INSO2_2-15,R2,6,2,2,0,0,1,10,0.15,15,Pythium monospermum,4,20C
Set_4-1,C-INSO2_2-15,R3,7,2,1,0,0,1,10,0.1,10,Pythium monospermum,4,20C
Set_4-1,C-MICO2_5-16,R1,6,1,2,1,0,1,10,0.2,20,Pythium oligandrum,4,20C
Set_4-1,C-MICO2_5-16,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium oligandrum,4,20C
Set_4-1,C-MICO2_5-16,R3,6,2,2,0,0,1,10,0.15,15,Pythium oligandrum,4,20C
Set_4-1,C-MISO2_5-23,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium oligandrum,4,20C
Set_4-1,C-MISO2_5-23,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium oligandrum,4,20C
Set_4-1,C-MISO2_5-23,R3,6,2,2,0,0,,10,0.15,15,Pythium oligandrum,4,20C
Set_4-1,C-MISO2_6-6,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium oligandrum,4,20C
Set_4-1,C-MISO2_6-6,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium oligandrum,4,20C
Set_4-1,C-MISO2_6-6,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium oligandrum,4,20C
Set_4-1,KSSO_2-11,R1,6,1,2,1,0,1,10,0.2,20,Pythium rhizosaccharum,7,20C
Set_4-1,KSSO_2-11,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium rhizosaccharum,7,20C
Set_4-1,KSSO_2-11,R3,7,1,2,0,0,,10,0.125,12.5,Pythium rhizosaccharum,7,20C
Set_4-1,MNSO_1-29,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium rhizosaccharum,7,20C
Set_4-1,MNSO_1-29,R2,6,2,2,0,0,1,10,0.15,15,Pythium rhizosaccharum,7,20C
Set_4-1,MNSO_1-29,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium rhizosaccharum,7,20C
Set_4-1,NESO_4-43,R1,4,1,3,2,0,1,10,0.325,32.5,Pythium rhizosaccharum,7,20C
Set_4-1,NESO_4-43,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium rhizosaccharum,7,20C
Set_4-1,NESO_4-43,R3,6,1,3,0,0,,10,0.175,17.5,Pythium rhizosaccharum,7,20C
Set_4-1,C-MNSO2_2-21,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium torulosum,3,20C
Set_4-1,C-MNSO2_2-21,R2,6,1,2,1,0,1,10,0.2,20,Pythium torulosum,3,20C
Set_4-1,C-MNSO2_2-21,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium torulosum,3,20C
Set_4-1,MISO_5-19h,R1,5,2,3,0,0,1,10,0.2,20,Pythium torulosum,3,20C
Set_4-1,MISO_5-19h,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium torulosum,3,20C
Set_4-1,MISO_5-19h,R3,6,2,2,0,0,1,10,0.15,15,Pythium torulosum,3,20C
Set_4-1,MISO_8-29_1,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium torulosum,3,20C
Set_4-1,MISO_8-29_1,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium torulosum,3,20C
Set_4-1,MISO_8-29_1,R3,5,2,3,0,0,1,10,0.2,20,Pythium torulosum,3,20C
Set_4-2,CONTROL,R1,7,0,3,0,0,1,10,0.15,15,Control,0,20C
Set_4-2,CONTROL,R2,8,1,1,0,0,1,10,0.075,7.5,Control,0,20C
Set_4-2,CONTROL,R3,9,0,1,0,0,1,10,0.05,5,Control,0,20C
Set_4-2,C-MICO2_1-19,R1,6,1,3,0,0,1,10,0.175,17.5,Phytophthora inundata,5,20C
Set_4-2,C-MICO2_1-19,R2,7,0,3,0,0,1,10,0.15,15,Phytophthora inundata,5,20C
Set_4-2,C-MICO2_1-19,R3,6,1,2,1,0,1,10,0.2,20,Phytophthora inundata,5,20C
Set_4-2,MNSO_2-41.1h,R1,6,1,3,0,0,1,10,0.175,17.5,Phytophthora inundata,5,20C
Set_4-2,MNSO_2-41.1h,R2,6,1,2,1,0,1,10,0.2,20,Phytophthora inundata,5,20C
Set_4-2,MNSO_2-41.1h,R3,6,0,3,1,0,1,10,0.225,22.5,Phytophthora inundata,5,20C
Set_4-2,V-NDSO2_3-60,R1,8,0,2,0,0,,10,0.1,10,Phytophthora inundata,5,20C
Set_4-2,V-NDSO2_3-60,R2,7,1,2,0,0,1,10,0.125,12.5,Phytophthora inundata,5,20C
Set_4-2,V-NDSO2_3-60,R3,7,2,1,0,0,1,10,0.1,10,Phytophthora inundata,5,20C
Set_4-2,C-ARSO2_6-19,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium acrogynum,6,20C
Set_4-2,C-ARSO2_6-19,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium acrogynum,6,20C
Set_4-2,C-ARSO2_6-19,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium acrogynum,6,20C
Set_4-2,C-MISO2_1-11,R1,9,0,1,0,0,1,10,0.05,5,Pythium acrogynum,6,20C
Set_4-2,C-MISO2_1-11,R2,8,1,1,0,0,1,10,0.075,7.5,Pythium acrogynum,6,20C
Set_4-2,C-MISO2_1-11,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium acrogynum,6,20C
Set_4-2,V-NDSO2_4-48,R1,6,2,2,0,0,1,10,0.15,15,Pythium acrogynum,6,20C
Set_4-2,V-NDSO2_4-48,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium acrogynum,6,20C
Set_4-2,V-NDSO2_4-48,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium acrogynum,6,20C
Set_4-2,IASO_4-9,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium aff. diclinum,4,20C
Set_4-2,IASO_4-9,R2,5,1,2,2,0,1,10,0.275,27.5,Pythium aff. diclinum,4,20C
Set_4-2,IASO_4-9,R3,6,2,2,0,0,1,10,0.15,15,Pythium aff. diclinum,4,20C
Set_4-2,NDSO_5-2,R1,0,3,2,2,3,2,10,0.625,62.5,Pythium aff. diclinum,4,20C
Set_4-2,NDSO_5-2,R2,1,3,2,2,2,1,10,0.525,52.5,Pythium aff. diclinum,4,20C
Set_4-2,NDSO_5-2,R3,4,2,4,0,0,1,10,0.25,25,Pythium aff. diclinum,4,20C
Set_4-2,NDSO_5-6,R1,5,1,3,1,0,1,10,0.25,25,Pythium aff. diclinum,4,20C
Set_4-2,NDSO_5-6,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium aff. diclinum,4,20C
Set_4-2,NDSO_5-6,R3,6,2,2,0,0,1,10,0.15,15,Pythium aff. diclinum,4,20C
Set_4-2,C-MISO2_5-4,R1,6,2,2,0,0,1,10,0.15,15,Pythium contiguanum,4,20C
Set_4-2,C-MISO2_5-4,R2,5,1,3,1,0,1,10,0.25,25,Pythium contiguanum,4,20C
Set_4-2,C-MISO2_5-4,R3,6,1,2,1,0,1,10,0.2,20,Pythium contiguanum,4,20C
Set_4-2,C-SDSO2_4-9,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium contiguanum,4,20C
Set_4-2,C-SDSO2_4-9,R2,6,2,2,0,0,1,10,0.15,15,Pythium contiguanum,4,20C
Set_4-2,C-SDSO2_4-9,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium contiguanum,4,20C
Set_4-2,ILSO_3-26b,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium contiguanum,4,20C
Set_4-2,ILSO_3-26b,R2,5,1,4,0,0,1,10,0.225,22.5,Pythium contiguanum,4,20C
Set_4-2,ILSO_3-26b,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium contiguanum,4,20C
Set_4-2,WISO_2-12.2,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium glomeratum,5,20C
Set_4-2,WISO_2-12.2,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium glomeratum,5,20C
Set_4-2,WISO_2-12.2,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium glomeratum,5,20C
Set_4-2,WISO_4-18,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium glomeratum,5,20C
Set_4-2,WISO_4-18,R2,6,2,2,0,0,1,10,0.15,15,Pythium glomeratum,5,20C
Set_4-2,WISO_4-18,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium glomeratum,5,20C
Set_4-2,WISO_4-22.1,R1,6,2,2,0,0,1,10,0.15,15,Pythium glomeratum,5,20C
Set_4-2,WISO_4-22.1,R2,6,1,2,1,0,1,10,0.2,20,Pythium glomeratum,5,20C
Set_4-2,WISO_4-22.1,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium glomeratum,5,20C
Set_4-2,C-KSSO2_5-20,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium longandrum,7,20C
Set_4-2,C-KSSO2_5-20,R2,6,2,2,0,0,1,10,0.15,15,Pythium longandrum,7,20C
Set_4-2,C-KSSO2_5-20,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium longandrum,7,20C
Set_4-2,C-NESO2_6-25,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium longandrum,7,20C
Set_4-2,C-NESO2_6-25,R2,6,1,2,1,0,1,10,0.2,20,Pythium longandrum,7,20C
Set_4-2,C-NESO2_6-25,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium longandrum,7,20C
Set_4-2,INSO_2-25,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium monospermum,7,20C
Set_4-2,INSO_2-25,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium monospermum,7,20C
Set_4-2,INSO_2-25,R3,6,2,2,0,0,1,10,0.15,15,Pythium monospermum,7,20C
Set_4-2,MICO_2-24,R1,5,1,4,0,0,1,10,0.225,22.5,Pythium longandrum,7,20C
Set_4-2,MICO_2-24,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium longandrum,7,20C
Set_4-2,MICO_2-24,R3,5,1,3,1,0,1,10,0.25,25,Pythium longandrum,7,20C
Set_4-2,C-INSO2_2-15,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium monospermum,4,20C
Set_4-2,C-INSO2_2-15,R2,6,2,1,1,0,1,10,0.175,17.5,Pythium monospermum,4,20C
Set_4-2,C-INSO2_2-15,R3,6,1,2,1,0,1,10,0.2,20,Pythium monospermum,4,20C
Set_4-2,C-MICO2_5-16,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium oligandrum,4,20C
Set_4-2,C-MICO2_5-16,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium oligandrum,4,20C
Set_4-2,C-MICO2_5-16,R3,6,2,2,0,0,1,10,0.15,15,Pythium oligandrum,4,20C
Set_4-2,C-MISO2_5-23,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium oligandrum,4,20C
Set_4-2,C-MISO2_5-23,R2,6,1,2,1,0,1,10,0.2,20,Pythium oligandrum,4,20C
Set_4-2,C-MISO2_5-23,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium oligandrum,4,20C
Set_4-2,C-MISO2_6-6,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium oligandrum,4,20C
Set_4-2,C-MISO2_6-6,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium oligandrum,4,20C
Set_4-2,C-MISO2_6-6,R3,8,0,2,0,0,1,10,0.1,10,Pythium oligandrum,4,20C
Set_4-2,KSSO_2-11,R1,6,1,2,1,0,1,10,0.2,20,Pythium rhizosaccharum,7,20C
Set_4-2,KSSO_2-11,R2,7,0,2,1,0,1,10,0.175,17.5,Pythium rhizosaccharum,7,20C
Set_4-2,KSSO_2-11,R3,6,2,2,0,0,1,10,0.15,15,Pythium rhizosaccharum,7,20C
Set_4-2,MNSO_1-29,R1,6,2,2,0,0,1,10,0.15,15,Pythium rhizosaccharum,7,20C
Set_4-2,MNSO_1-29,R2,7,0,3,0,0,1,10,0.15,15,Pythium rhizosaccharum,7,20C
Set_4-2,MNSO_1-29,R3,5,1,4,0,0,1,10,0.225,22.5,Pythium rhizosaccharum,7,20C
Set_4-2,NESO_4-43,R1,6,1,1,2,0,1,10,0.225,22.5,Pythium rhizosaccharum,7,20C
Set_4-2,NESO_4-43,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium rhizosaccharum,7,20C
Set_4-2,NESO_4-43,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium rhizosaccharum,7,20C
Set_4-2,C-MNSO2_2-21,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium torulosum,3,20C
Set_4-2,C-MNSO2_2-21,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium torulosum,3,20C
Set_4-2,C-MNSO2_2-21,R3,6,2,2,0,0,1,10,0.15,15,Pythium torulosum,3,20C
Set_4-2,MISO_5-19h,R1,4,1,4,1,0,1,10,0.3,30,Pythium torulosum,3,20C
Set_4-2,MISO_5-19h,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium torulosum,3,20C
Set_4-2,MISO_5-19h,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium torulosum,3,20C
Set_4-2,MISO_8-29_1,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium torulosum,3,20C
Set_4-2,MISO_8-29_1,R2,6,2,2,0,0,1,10,0.15,15,Pythium torulosum,3,20C
Set_4-2,MISO_8-29_1,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium torulosum,3,20C
Set_4-3,CONTROL,R1,9,1,0,0,0,1,10,0.025,2.5,Control,0,20C
Set_4-3,CONTROL,R2,8,2,0,0,0,1,10,0.05,5,Control,0,20C
Set_4-3,CONTROL,R3,9,1,0,0,0,1,10,0.025,2.5,Control,0,20C
Set_4-3,C-MICO2_1-19,R1,6,2,2,0,0,1,10,0.15,15,Phytophthora inundata,5,20C
Set_4-3,C-MICO2_1-19,R2,7,1,2,0,0,1,10,0.125,12.5,Phytophthora inundata,5,20C
Set_4-3,C-MICO2_1-19,R3,6,1,3,0,0,1,10,0.175,17.5,Phytophthora inundata,5,20C
Set_4-3,MNSO_2-41.1h,R1,6,1,3,0,0,1,10,0.175,17.5,Phytophthora inundata,5,20C
Set_4-3,MNSO_2-41.1h,R2,6,1,3,0,0,1,10,0.175,17.5,Phytophthora inundata,5,20C
Set_4-3,MNSO_2-41.1h,R3,6,2,2,0,0,1,10,0.15,15,Phytophthora inundata,5,20C
Set_4-3,V-NDSO2_3-60,R1,6,1,3,0,0,1,10,0.175,17.5,Phytophthora inundata,5,20C
Set_4-3,V-NDSO2_3-60,R2,6,2,2,0,0,1,10,0.15,15,Phytophthora inundata,5,20C
Set_4-3,V-NDSO2_3-60,R3,6,1,2,1,0,1,10,0.2,20,Phytophthora inundata,5,20C
Set_4-3,C-ARSO2_6-19,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium acrogynum,6,20C
Set_4-3,C-ARSO2_6-19,R2,6,2,2,0,0,1,10,0.15,15,Pythium acrogynum,6,20C
Set_4-3,C-ARSO2_6-19,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium acrogynum,6,20C
Set_4-3,C-MISO2_1-11,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium acrogynum,6,20C
Set_4-3,C-MISO2_1-11,R2,7,0,3,0,0,1,10,0.15,15,Pythium acrogynum,6,20C
Set_4-3,C-MISO2_1-11,R3,6,1,2,1,0,1,10,0.2,20,Pythium acrogynum,6,20C
Set_4-3,V-NDSO2_4-48,R1,6,2,2,0,0,1,10,0.15,15,Pythium acrogynum,6,20C
Set_4-3,V-NDSO2_4-48,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium acrogynum,6,20C
Set_4-3,V-NDSO2_4-48,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium acrogynum,6,20C
Set_4-3,IASO_4-9,R1,6,1,2,1,0,1,10,0.2,20,Pythium aff. diclinum,4,20C
Set_4-3,IASO_4-9,R2,5,1,3,1,0,1,10,0.25,25,Pythium aff. diclinum,4,20C
Set_4-3,IASO_4-9,R3,5,1,3,1,0,1,10,0.25,25,Pythium aff. diclinum,4,20C
Set_4-3,NDSO_5-2,R1,4,1,1,0,4,2,10,0.475,47.5,Pythium aff. diclinum,4,20C
Set_4-3,NDSO_5-2,R2,5,0,2,0,3,2,10,0.4,40,Pythium aff. diclinum,4,20C
Set_4-3,NDSO_5-2,R3,5,0,2,0,3,2,10,0.4,40,Pythium aff. diclinum,4,20C
Set_4-3,NDSO_5-6,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium aff. diclinum,4,20C
Set_4-3,NDSO_5-6,R2,6,2,2,0,0,1,10,0.15,15,Pythium aff. diclinum,4,20C
Set_4-3,NDSO_5-6,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium aff. diclinum,4,20C
